TITLE,ARTIST,LABEL,NO.,YR,ALBUM/CD TITLE,
He's Coming Home,"Indigos, The",COR,6581,6?, ,
He's Coming Home  ,Indigos,Verve Folkways,5002,65, ,
He's Comin' Home,"Roy, Bobbie",Capitol,LP 11086,72,I'm Your Woman,
He's Coming Home (From Vietnam),"Morgan, Charlotte",Upland,665,70,,
He's Coming Home From Vietnam,"Hatchett, Bernice & Bluegrass Mt…",Jalyn,322,70, ,
He's Gone,Little Buster & Henrietta Buchanan,Sequel,CD,97,,
He's Home From The War,"Edwards, Francis",,CD,8,Vietnam Dreamscape,
He's In The Army (He Takes A Dim View Of That),"Pendergrass, Nelson",Pride Inc.,7349,6?,,
He's Not Just A Soldier,"Douglas, Thomas",Freeway,9,69,,
He's Not Just A Soldier,Little Richard,Philips,1006,62,,
He's Off To Vietnam,Phyllis Ann,Spinner,246,6?,,
Heal It,"Bolling, Roger",,,80,The Exterminator OST ,
Heal It,Seldom Scene,Sugarhill,CD 3736,83,At the Scene,
Heal Over Vietnam,"Jarrell, Barbara",Friends of the VM,CD ,92,,
Healing In Miami,"Kritzer, Matt & Lehman, Roger ",Fraternity,CD,0,Tales Of The Wolfhounds,
"Healing Wall (Vietnam Veterans), The","Bunyan, Max",Max Bunyan,mp3,7,Here & Now,
Heart Of Indochine,"Griffith, Nanci",Universal,CD ,5,Hearts In Mind,
"Heat Is On In Saigon, The",Cast ,Geffen,9  24271-2,88,Miss Saigon,
Heaven And Earth (Land Theme),Kitaro,Geffen,24614,93,Heaven & Earth S/T,
Heaven Help Us All,"Wonder, Stevie",Tamla,54200,70,Greatest Hits 2 ,
Heaven / Purgatory / Vietnam,Golliwog,Cahinsaw,CD 001,6,"More Than Meets D,I.Y.",
Heck Of A Fix In '66,"Nesbitt, Jim",Chart,1350,66, ,
Heinz E. Coordes,"Jonas, Dick",Erosonic ,Album 6,97,Itazuke Tower,
Helden Von Nordvietnam,Razzia,Weird System,1,83,Waterkant-Hits  ,
Helden Von Nordvietnam,Yacopsae,,RFR 02,12, ,
Helft Vietnam!,"Niemoller, Martin & Lil Dagover",Westdeutche…,,,,
Hell In Vietnam,"Showalter, Ben",Rimrock,216,67, ,
"Hell No, I Ain't Gonna Go","Jones, Matt ",Relevant,1,70,Next Stop is Vietnam,
"Hell No, I Ain't Gonna Go","Jones, Matt & Laron, Elaine",Folkways,LP 312,70,Broadside Vol. 5 - Time Is Running Out,
Hell Yeah,"Gentry, Montgomery",Sony,CD,0,My Town ,
"Hell, No, I Won't Go","Arenson, Paul",,,,,
"Hello Ashau Tower, This Is Hobo 51","Barker, Ron",Border City,SE-7,4,SOBA-2002,
Hello Da Nang Tower,"Franklin, Skip",Border City,SE-3,1,FAC Songs from SEA,
Hello Darkness,"Wilde, Buck D.",Four Winds,Cassette,94,,
"Hello Frisco, Goodbye Viet Nam","Gross, Dean",Western,1298,, ,
Hello From The War,"Stewart, John",,,,,
Hello Mom,"Amm, Steve",Jewel,748,66, ,
"Hello USA, Goodbye Vietnam","Dorster, Sgt. Tommy",MalPass,8161,6?,,
Hello Viet Nam,"Wright, Johnny",Decca,31821,65,Next Stop is Vietnam,
Hello Vietnam,"Anh, Quynh",Mixandburn,No #,8, ,
Hello Vietnam,"Deputies, The",Wyncote ,LP 9139,66,The Ballad Of The Green Beret,
Hello Vietnam,"Dudley, Dave",Mercury ,LP 61057,65,There's A Star Spangled Banner….,
Hello Vietnam,Lonesome Valley Singers,Diplomat ,LP 2376,65,Hello Vietnam: C&W War Songs,
Hello Vietnam,"Moore, Lee",Arc,A 676,65,More Coffee-Drinking Nighthawk  ,
Hello Vietnam,"Robichaud, Larry",,,, ,
Hello Vietnam,"Wright, Johnny",Decca,7-34345,65,"7"" mini-LP, Hello Vietnam",
"Hello Vietnam, Goodbye My Love","Hildebrand, Ray",Philips,40339,65,Next Stop is Vietnam,
Hello Vietnam Veterans,"Austin, Wendell",,Cassette,97, ,
Hell's Half Acre,"Robertson, Robbie",Geffen,LP 24160,87,Robbie Robertson,
Help! I've Been Drafted,"Jay, Bobby",Alta,108,6?, ,
Here Am I,"Gober, Capt. Hershel",Tee Pee,4533,66, ,
Here Am I,"Gober, Major Hershel",Buddah,152,70,,
"Here Come Our Friends, Mother","Parent, Fred",Plain Folk,Cassette,87,"Vet Songs, 1967-1987 ",
Here Comes Uncle Sam,"Kaye, Richie",ABC Paramount,10728,65, ,
Here I Am  ,"Wasson, Craig",,,,,
Here I Am In Vietnam,"O'Dell, Gordon",Hillbilly Heaven ,4701,6?,,
Here I Come,Beaufort Express,Priscilla,1001,72,,
Here I Sit,"Broudy, Saul",Flying Fish,70552,91,In Country,
Here's A Letter From Home,"Rouzan, Wanda",Frisco,115,6?, ,
Here's Hope,Sgt. Larry and the Souljers,Sgt. Larry…,CD,10,Bill The Undeclared War Opera,
Here's Love To You From South Viet Nam,"Wood, Bob & Eceteras",Holt,101,6?, ,
Here's My Boy For You Uncle Sam,"Lott, Madalyn",Hawk-Eye,111014,6?,,
Here's To The O-1E,"LeVine, Irv   ",Border City,SE-6,2,SOBA-2001,
Here's To The State Of Richard N ixon,"Ochs, Phil",A&M,1509,74, ,
Here's To The Vietnam Vet,"Brine, Mark",KJK,Download,10,Return To Americana,
Here's To The Women's Liberation,"Smith, Raymond A.",Sugar Hill,9,70s,,
Here's Where I Stand,"Percy, Charles",Eva-Tone Flexi Disc,No #,66,,
Here's Wishing You A Merry Christmas,"Mason, Don",Scepter,12372,72, ,
Heritage Of Freedom,"Gill, SFC Tom",Hilltop,3030,6?, ,
Hero,"Lafferty, Sally & Anthony, Jon",Lafferty & Anthony,CD,99,Vietnam Remembered ,
Hero Of The Barracks,"Proud, Dan",Dan Proud,CD,10,Songs From Nellingen,
Hero Street U.S.A.,"Fischer, Bobby",Hero,3000,7?, ,
Hero's Son,"Shad, Rees",Sweetfish,7206,96,Anderson Ohio ,
Hero's Welcome's Home,"Bridges, Woody",Pathfinder,101,6?,,
Hero's Welcome's Home,"Jones, Floyd",Ty Tex,130,6?,,
Heroe Caido,"Oyola, Juan",Cidra,2015,,,
"Heroes Are Home, The  Part I","Barker, Robert",Metro-Sig,4812,73,,
"Heroes Are Home, The  Part II","Barker, Robert",Metro-Sig,4812,73,,
Heroes In Black Stone,"Garrett, Glenn",Power Discs,5700,86,,
Heroes Lost And Fallen: A Vietnam Memorial,"Gillingham, David",Klavier,CD 11042,93,Cincinnati College Conservatory of Music,
Heroes Of Huong Tranh / Vietnam / Green Bereets,"Cargill, Acie",,mp3,,Chronicles,
Heroes Of Vietnam,"Wright, Roger",615,1003,71, ,
Heroes Without Names,"Lee, Virginia et al",JRM,Cas 1978,86,"Vietnam, The Soldier's Story",
Heroic Province Of Thanh Hoa,Various Artists,Paredon,LP 1009,71,Vietnam Will Win,
Heros On The Wall,Sir Thomas,,Cassette,96, ,
Hey America,"Valentine, Ray",Dawn,n/a,88, ,
Hey America America,Children of the Morning,Hansa,12632,73, ,
Hey Charlie,"Clark, Doug & Hot Nuts",Gross,LP 106,66,Summer Session,
"Hey, Hey, L.B.J.","Frederick, Bill",Crisis Records,LP 001,67,Songs of the U.S. Antiwar Movement,
"Hey, Hey, LBJ How Many Kids Did You Kill Today",Minette,Collector's Choice,CCLP 1,68,Come To Me At Tea Time ,
Hey Hippies,"Green Machine, The",Idol,101,6?, ,
Hey Joe,"Michaels, Dean",Mercury,73105,70, ,
"Hey, Little Soldier ","Jenkins, Sherry",Pen,301,6?, ,
Hey Mister Draft Board,Lower East Side  with David Peel,Elektra,LP 74069,70,American Revolution ,
Hey! Mr. President,D.B.M. & T.,Bell,942,70, ,
Hey Mr. President,"Electric Prunes, The",Reprise,805,69, ,
Hey Sandy,"Andrews, Harvey",?,CD,72,Writer of Songs ,
Hey! Uncle Sam,Combenashuns,Leo,3802,6?,Next Stop is Vietnam,
"Hey, We're Just Little Kids","Proud, Dan",Dan Proud,CD,10,Songs From Nellingen,
"Hi, Dad (An Open Letter To Dad)","Clair, Dick",Imperial,66272,67, ,
"Hiding Man, The","Mize, Dee",Apt,25090,6?, ,
High,"Marx, Richard",,,, ,
High Flight,"Barker, Ron",Border City,SE-5,2,"Commando Sing, Korat RTAFB 1974",
High In The Clouds,Proudflesh,Wired Gnome,CD,6,Proudflesh,
"High Life Of Death, The",Zuma,Maridene,108,71, ,
"Highground, The","Brothers, Rick",Jim Purtell,CD,88,The Waiting Goes On,
Highschool-Vietnam,Loosegoats,,mp3,,For Sale by Owner,
Highway Patrolman,"Springsteen, Bruce",Columbia,LP 38358,82,Nebraska ,
Hill 352,"Purtell, Jim [v. Jon Statham]",Stoney Beach Music,CD,12,Vietnam: There & Back,
Hill 6-0,"Walktendonk, Jim",Booney Tunes,Cassette,85,Incoming,
Hill 875 (Chuck's Song),Bobby Eagle,Soar,Cas 126,91,"Heroes, Warriors & Saints",
Hill 875 (Salvation),"Holloway, Rev. R.D. & Friendly Five",Salvation,21483,6?,,
"Hill 881, The","Clark, Tom",Pageboy,LP 130,85,Tribute To Nam,
Hill 881,Ramblin Valley Boys,Northland,1121,67,,
Hill Called Eight Seven Five,"Evans, Tom",U.S.A.,101,6?,,
"Hippies Are Trying, The","Wells, Junior",Blue Rock,4052,68,,
Hippy Stomp,"Faucett, Ed",Oil Capital,1230,,,
"Hippy Yippy Dippy Song, The",Rebel Sons Of Sagittarius,Garli,106,69,,
"Hirrir, The",Army of Ghosts,Parallelism,CD,99,,
His Homework Done (Give Your Son A Gun),"Barr, Phil",Bab-Roc,7,6?,,
His Last Lines,"Cline, Nonie & Buford Arrowood",Gent,242,6?,,
Hitler Ain't Dead,"Frederick, Bill",Crisis Records,LP 001,67,Songs of the U.S. Antiwar Movement,
Ho Chi Minh,"Bland, Christian",,RAS-001 ,10,The Lost Album,
Ho Chi Minh,Denmark Veseys,Cosmo Sex School,CD,8,The Denmark Veseys,
Ho Chi Minh,"Droge, Dolf",AFS,"18,977",,Songs by Americans in the Vietnam War,
Ho Chi Minh,"Foxx, Redd",Richmond,Cassette,96,Live & Funny Vol. 4,
Ho Chi Minh  ,Last Poets,NB,LP 7051,77,Delights Of The Garden ,
Ho Chi Minh,"Navar, Knutna",,,, ,
Ho Chi Minh,Rockinghams,Not Lame Recordings,CD,99,Makin' Bacon,
Ho Chi Minh Calling,"Travis, Bernie & Pentagon Players",Audio Fidelity,LP 1712,71,The Pentagon Papers,
Ho Chi Minh City,Shrubs,NOT  ,CD 1010,1,Misfits & Dreamers ,
Ho Chi Minh Hustle,"Sills, David",Naxos,CD 86023,98,Journey Together,
Ho Chi Minh Is Gonna Win!,Ahleuchatistas,Cuneiform,CD,6,What You Will ,
Ho Chi Minh Trail,"Butler, Lesley",Black Wax,12,75,,
Ho Chi Minh Trail,"Coleman, Gerry & Night Lighters",M&M,3060,, ,
Ho Chi Minh Trail,Fortune,Songuild,932,, ,
Ho Chi Minh Trail,"Hughes, Toby",Erosonic ,Album 14,5,Fast and Low,
Ho Ho Ho Chi Minh,"Black, John",57th Street Prod.,CD,3,Meet Me In Vietnam ,
Ho Lo (Song Of Peasant),"Addiss, Steve & Crofut, Bill",Folkways,LP 4352,66,,
Ho Tsing Mee (A Song Of The Sun),"Callier, Terry",Cadet,50019,72, ,
Hold Her 'Til It's Gone,"Genovese, Lem",Vihn Long Army Sur.,Cassette,84,The Viet Vet Tunesmythe,
Hold On,"King, Joe (Wild Thing)",Columbia,5806,67,,
Hold On To Freedom,"Michaels, Lee",A&M,1326,72, ,
Hole In The Ground,"Parrott, Thom",Folkways,LP 31025,??,"Best of ""Broadside,"" 1962-1988 ",
"Hole (In Uncle Vincent's Wooden Leg), The","Wheeler, Billy Edd",Capitol,4231,76,,
Holes In The Letter Now,"Maxner, Stephen",Stephen Maxner,Cassette,87,One Step Behind: Vietnam Reflections,
Holiday In Cambodia,Dead Kennedys,Alternative Tentacles,CD 57,87,Give Me Convenience Or Give Me Death ,
Home,"Puckett, G. & Union Gap",Columbia,LP 1042,69,Greatest Hits 2 ,
Home From Vietnam,"Denson, Patricia & Soul Expressions",Achillian,502,, ,
Home From Vietnam,"White, Wally",CMEP,505,70, ,
Home In My Heart,"Church, Claudia",Reprise,CD 47182,99,Claudia Church ,
Home In Vietnam,"Myer, Jonathan",Border City,SE-8,4,More FAC and Flying Songs,
Home Movies 1970,"Caldwell, Danny F.",LZP,CD,2,Belly Of The Beast,
Home Of Billy D.,"Ross, Bobby",Constellation,CD,88,Voice of America,
Home Of The Brave,Bonnie & Treasures,Phi-Dan,5005,65, ,
Home Of The Brave,Dooley Brothers Band,Sitting Duck,410023,84, ,
Home Of The Brave,"Miller, Jody",Capitol,5483,65, ,
Home On The Pad,"Durham, Bull",Border City,1002,1,Bull Durham's SONGS OF SAC/SONGS OF S.E.A.,
Home To Stay,"Greaves, R.B.",Atco,LP 311,70, ,
Home To Stay,STEV,Stev  Manteiv,LP SM 001,86,Ambush,
Homecoming,"Williams, John",MCA,LP 6340,89,Born On The Fourth Of July S/T,
Homeless Tonight,"Walktendonk, Jim",Booney Tunes,CD,88,On The Mend,
Homesick Soldier,"Ashford, Big Jim",Voice of Country,132,6?, ,
Homeward Bound,"Moorhouse Ork., Alan",Pye,24169,66,,
Homeward Bound,Simon & Garfunkel,Columbia,43511,66,Greatest Hits 2 ,
Homeward Flight,Blind Albert,Vincent Gabriel,CD,5,11 Bravo Vietnam,
Honderd Man…Een Bevel [Ballad Of The Green Berets],"Timmerman, Gert",KLP,4210,67, ,
Honolulu Hoedown,"Travis, Ernie & Pentagon Players",Audio Fidelity,LP 1712,71,The Pentagon Papers,
Honor Locked In Stone,"Pollock, Samuel",S. Pollock,Cassette,93,Remembering Honor Vietnam,
Honor Our Commitment,"Sharpe, Jacqueline",Cutty Wren,LP 101,66,No More War,
"Honor To Serve, An","Boltz, Ray",Word/Epic,CD,98,Honor\,
Honorable Peace,"Thomas, B.J.",Paramount,LP 6052,73, ,
Hooker With A Purple Heart,"Martin, Michael  ",Michael Martin,Cassette,86,Johnny Comes Marchin' Home,
Hope (Vietnam Memorial Wall),"Carr, Richard",Rec'd Music,CD 1006,1,American Reflections ,
Hope For Vietnam Vets,"Schiebler, Bill",HeavensEyes,CD,9,Healing & Remembrance,
Hostess In Da Nang,"Robertson, Craig",Accel,280,7?, ,
Hot LZ (Thorazine Shuffle),STEV,Stev  Manteiv,LP SM 001,86,Ambush,
Hot To The Touch,"Walktendonk, Jim",Booney Tunes,Cassette,85,Red White And Blind,
"House Is Not A Motel, A",Love,Elektra,LP 74013,67, ,
"Household Word, A",Effete Corp Of Impudent Snobs,Enterprise,9011,70, ,
How Can I Tell Him?,"March, Peggy",RCA,9143,67, ,
How Do You Tell A Small Boy,"Lindsay, Lance",V.I.V.A.,1873,73, ,
How Far Can You Go For A Friend,"Martin, Michael & Holiday, Tim",Michael Martin,Cassette,,Time To Lay it Down,
How Far Have We Come?,"Frederick, Bill",Crisis Records,LP 001,67,Songs of the U.S. Antiwar Movement,
How Far Is Hell From Here?,"Treadway, Pam",Country Town,101,6?, ,
"How High Does The Cotton Grow, Mama","Oxford, Vernon",RCA,10098,74, ,
How I Spent My Summer,Cat Mother & All Night Newsboys,Polydor,LP 24 4001,69,The Street Giveth… ,
How I Went IFR In Flying Buffalo Shit,"Myer, Jonathan",Border City,SE-1a,0,"Songs of the O-1E ""Bird Dog""",
How Long,Castles,Advance,1001,6?,,
How Long (Prisoner's Lament),"Thomason, Jimmy",Cenco,117,,,
How Long Vietnam,Paul & Dell,Century,35014,69,,
How Many Children,"Rex, Alton",Laughing Boy,CD 79,0?,,
How Many Wars Are You Still Fighting In Vietnam?,"Veencamp, Darrell",,mp3,,We Worship and Adore You,
How Much More Must They Cry,"Holiday, Cash",Corlyn,103,67, ,
How The Rich Man Rides,"Walktendonk, Jim",Booney Tunes,Cassette,85,Red White And Blind,
How Will It Be?,"Plumb, Eve",RCA,409,70, ,
Hue Down Upon The Perfume River,"Bullington, Jim",AFS,"18,978",,Songs by Americans in the Vietnam War,
Huey,Reel Banditos,The Reel Banditos,CD,8,Indochina,
"Huey Song, The (A Different Kind Of War)","Kanui, Kass",Action,1215,6?,,
Huey Was A Chopper,"Broudy, Saul",Border City,SE-6,2,SOBA-2001,
"Hugh Thompson, The Aftermath",Oaks,Rising Oak,CD,8,Our Fathers… ,
"Human Being Lawnmower, The",MC5,Atlantic,LP 8247,70,Back In The USA ,
Hundert Man Und Ein Befehl,"Brühl, Heidi",Philips,,66,,
Hundert Man Und Ein Befehl,"Quinn,Freddy",Polydor,52681,66,,
Hundert Man Und Ein Befehl,Wehrmacht,,,,,
"Hundred Men, A","Limeliters, The",WB - Seven Arts,7177,68,,
"Hundred Yards Of Real Estate, A",Jordanaires,Stop,259,69,,
"Hunters' Madigral, The","DeMouche, Fred",Border City,SE-3,1,FAC Songs from SEA,
Hunting Truck By Starlight,"Myer, Jonathan",Border City,SE-1A,0,"Songs of the O-1E ""Bird Dog""",
"Huracan Ha Ilegado A Vietnam, El",Juanita y Los Feos,Dead Beat,DB 75,8,,
(Hurry Home To Me) Soldier Boy,Valli,Scepter,1233,62, ,
Hurting More,"Walktendonk, Jim",Booney Tunes,Cassette,85,Incoming,
Husbands Of Young Wives,"Flaharty Application, The Sonny",Counterpart,2654,7?, ,
Hymn No. 5,Mighty Hannibal,Shurfine,21,66,Soul Of Vietnam,
Hymn No. 5,Mighty Hannibal,Josie,964,66,,
Hymn # 9,Persuasions,Capitol,LP 11101,72,Spread The Word,
Hymn To A Returning Soldier,"de Azevedo, Lex",Capitol,5845,67,,
Hymne der Demokratischen Republik Vietnam,Various Artists,Eterna,4 10 029,?,,
Hymne National De La Republique …,"Cao, Van",,EP 17-33,6?,Vietnam Chante,
I Ain't A Fighter Pilot No More,"Barker, Ron",Border City,SE-5,2,"Commando Sing, Korat RTAFB 1974",
I Ain't Buyin' No Saigon Tea,"Watkins, Kurt & Soul Sister 7",Agram,ABCD 2022,69,President Nixon's Blues,
I Ain't Here Alone,"Martin, Michael  ",Michael Martin,Cassette,86,Johnny Comes Marchin' Home,
I Ain't Here Alone,"Martin, Michael J. & Holiday, Tim",Windmill Prod.,4324,82,Next Stop is Vietnam,
I Ain't Marchin' Anymore,Bright Morning Star,Rainbow Snake,LP 008,84,Live In The U.S.,
I Ain't Marchin' Anymore,"Guthrie, Arlo",Sliced Bread Records,CD 71178,98,Who's That I Hear? The Songs Of Phil Ochs ,
I Ain't Marchin' Anymore,Islanders,RCA ,LP 1300,6?,Funky Folk,
I Ain't Marchin' Anymore,"Krug, Manfred",BMG Amiga,CD ,97,Anthologie,
I Ain't Marchin' Anymore,Magpie,Revolt in Records,LP 46112,97,Long Walk To Freedom Reunion Concert,
I Ain't Marchin' Anymore,"Ochs, Phil",Elektra,LP 7287,65,Chords Of Fame/Next Stop is Vietnam,
I Am A Real American,"Keith, Rodd",Tzadik,CD,96,I Died Today,
I Am A Real American,"Monday, Dan",Preview,1410,67,,
I Am A Sick American,"Alberts, Al",Alstel,315,74,,
I Am A Sick American,Don & Earl,Gospel Light,202,74, ,
I Am A Soldier,"Bitterasweet, The",Patheway,105,68, ,
I Am An Aging Veteran,"McLean, Tom",,,,,
I Am An American,Driven,Driven,CD,9,Grassroots Patriots The Essence of Freedom,
I Am An American,"Lahr, Guy & Mt. Olive Choir",Throne,102167,67, ,
I Am An American,"Lavalle, Paul",RCA,LP 3600,66,Salute To Our Fighting Men In Vietnam,
I Am Back From Vietnam,Norris The Troubadour,Mayhams,765,73, ,
I Am Praying For The Day When Peace Will Come,"King, Pee Wee & His Band",Cuca,1247,, ,
I Am The President,"Frye, David",Elektra,LP 75006,69,I Am The President,
I Am The United States Of America,"Douglas, Craig",State Line,259,,,
I Am The Unknown Soldier,"Klang, Carl",Carl Klang,CD ,0,Extremist,
I Am The War,Sodom,Steam Hammer ,CD 72440,1,M-16,
I Am Your Flag,"Beat, The",,,, ,
I Believe    ,"Blake, Bobbi",M.S.R.,2211,6?,,
I Believe,"Reynolds, Malvina",,,65,,
I Believe I'm Gonna Make It,"Tex, Joe",Dial,4033,66,Soul Of Vietnam,
I Believe In My Country,"Moore, Johnny",Woodsmoke,1185,85,,
I Came Back (I Know I Am Equal) Part 1,"Hamilton, Alphonso",Gatewood,203,6?,,
I Came Back (I Know I Am Equal) Part 2,"Hamilton, Alphonso",Gatewood,203,6?,,
I Can Feel Him In The Morning,Grand Funk Railroad,Capitol,LP 764,71,Survival ,
I Can Still Remember,"Hayes, Jerry",Toro,LP 501,,Back From Nam,
I Can't See You No More (When Johnny…Home),"Tex, Joe",Dial,4095,69,Does Anybody Know I'm Here?,
I Can't Write Left Handed,"Withers, Bill",Sussex ,LP 7025,73,A Soldier's Sad Story,
I Could Never Be President,"Taylor, Johnnie",Stax,46,69, ,
I Didn't Go To 'Nam,"Hubbard, Ray W.",MJMmusic,Cassette,85, ,
I Didn't Go To Nam But I Do Give A Damn,"Jones, ""Bubba"" Lee",Michael Martin,Cassette,83,Next Stop is Vietnam,
I Didn't Raise My Boy To Be A Soldier,"Radish, Eli",Capitol,2504,69, ,
I Died In Vietnam,"West, Joe",Rimrock,310,75, ,
I Don't Care What They Say,Rehabilitation Cruise,,,, ,
I Don't Know Where The Time Has Gone,"Black, John",57th Street Prod.,CD,3,Meet Me In Vietnam ,
I Don't Wanna  ,"Flynt, Henry & The Insurrections",Locust?,CD,4,I Don't Wanna ,
I Don't Wanna Go To Vietnam,"Hooker, John Lee",BluesWay,61023,69, ,
(I Don't Wanna Go) To Vietnam,Shockabilly,Shimmy Disc,CD,90,Vietnam Heaven ,
I Don't Want To Be A Soldier,"Lennon, John",Apple,LP 3379,71,Imagine ,
I Don't Want To Be No Green Beret,U.S. Navy SEALS,,mp3,,Run to Cadence With the US Navy SEALS,
I Don't Want To Get Zapped Over Dodge City,"Droge, Dolf",Border City,SE-6,2,SOBA-2001,
I Don't Want To Go Over To Vietnam,Original Cast,,,74,The Lieutenant S/T,
I Don't Want Your Pardon,"Paxton, Tom",,,7?,,
I Don't Worry About Jody,"Davis, Geater",Luna,804,72,,
I-Feel-Like-I'm-Fixin'-To-Die Rag ,Country Joe & Fish,Vanguard,35112,67,Woodstock S/T/Next Stop is Vietnam,
I-Feel-Like-I'm-Fixin'-To-Die Rag ,Panoply Academy Legionnaires,Exotic Fever,6,4,Don't Know When I'll Be Back Again ,
I-Feel-Like-I'm-Fixin'-To-Die Rag ,"Seeger, Pete",Columbia,45257,70, ,
I Finally Caught Up With Jody,"Hamilton, Big John",SSS International,835,72, ,
I Fly The Line,"Durham, Bull",Border City,1002,1,Bull Durham's SONGS OF SAC/SONGS OF S.E.A.,
I Fly The Line,"McKay, Dave",Border City,SE-3,1,FAC Songs from SEA/Next Stop is Vietnam,
I Found The Answer,"Bleeker, Larry",,LP,,,
I Got My Questionnaire,"Lenoir, J.B.",,,65,,
(I Got) So Much Trouble In My Mind Pt. 1,"Quarterman, Sir Joe & Free Soul",GSF,6879,72, ,
(I Got) So Much Trouble In My Mind Pt. 2,"Quarterman, Sir Joe & Free Soul",GSF,6879,72,,
I Gotta Go To Vietnam,"Hooker, John Lee",Bluesway,60123,69,Urban Blues ,
I Guess I Didn't Say It Right,"Droge, Dolf",AFS,"18,978",,Songs by Americans in the Vietnam War,
I Had No Right,"Williams, Dar",Razor & Tie,CD,0,The Green World  ,
I Hate This Place,"Hatch, Jim",CWF,CD,96,Vietnam Aviator's Odyssey,
I Hate This War,Sgt. Larry and the Souljers,Sgt. Larry…,CD,10,Bill The Undeclared War Opera ,
I Have Decided To Join The Air Force,Bee Gees,Atco,LP 253,68,Idea ,
I Have Died In Vietnam,"Burton, Richard",Huff-Cook,LP 6504,76,Bicentennial Album,
I Have Lost My Son In Viet Nam,Coosa Valley Boys,Etowah,61121,, ,
I Have Seen The Rain,Pink,La Face,CD,6,I'm Not Dead ,
I Hear A Call,"Harris, Emmylou",Columbia,69723,99,Vietnam Long Time Coming ST ,
I Hear I See,"Black, John",Silver Star Prod.,Cassette,91,Vietnam Farewell ,
I Hear Voices,"Austin, Karen",MGM,14067,69, ,
I Just Came Back (From A War),"Worley, Darryl",,,,,
"I Kill, Therefore I Am","Mazzetti, Dante",Highway,CD 001,95,Inferno,
"I Kill, Therefore I Am","Ochs, Phil",A&M,LP 4181,69,Rehearsals For Retirement ,
I Know The Lord Will Make A Way,"Crosby, Greg",Rimrock,332,71, ,
I Live Just Down The Road,"Witt, Gary W.",River Green Music,CD,97,All In Vain,
I Lost My Cool When Charlie Mortared Old Pleiku,"Wollerton, Chinch",Border City,SE-6,2,SOBA-2001,
I Lost My Soul In A Strange Land,"Howard, Rev. Olevia",,Cassette,, ,
I Love The Man Who Wears The Green Beret,"Lynn, Sandra",Cha Cha,745,66, ,
I Love The Mountains,"Studebaker, Ted",GS,LP 1000,7?,"Ted Studebaker in Vietnam: Life Is Good, Yea!",
I Love The U.S.A,"Eaton, Jack",Fable,524,,,
I Made It Home,"Breeden, Gene",Portland,1017,7?, ,
I Miss You,"Kernoczy, Bill & Nolan, Terry",SLV,CD,99,Strange Land Vietnam,
I Missed The Mud,Big M,TRC,1281,, ,
I Need You So,"Gober, Lieutenant Hershel",ABC,10810,66, ,
I Never Really Loved Her,Sgt. Larry and the Souljers,Sgt. Larry…,CD,10,Bill The Undeclared War Opera,
